review,rating,date,userName
update lama,1,2025-11-06 20:12:41,Kazuto Bodo
kebalikan era tencen,5,2025-11-06 20:11:53,Bang Alok
"Developer Yth., tolong untuk smartphone mid-range seperti POCO X3 PRO milik saya diberikan saja itu value 120FPS dalam file performa game PUBGM untuk menu grafis 'Frame Rate Lebih Tinggi', karena bisa membuat device jadi dingin. Dikarenakan jika di beri 30-60FPS malah menjadikan device over heat sebab berantakannya delay frame 30-60FPS ini. Terimakasih banyak atas perhatiannya terhadap bentuk kepedulian saya ini,semoga dengan ini bisa menaikkan peringkat PUBGM diatas game Battle Royale lainnya🙏",3,2025-11-06 20:09:52,Umar Ajihannoto
saya sangat suka main game PUBG,5,2025-11-06 20:09:30,Pangeran Cahya
best lah🥰,5,2025-11-06 20:09:17,Asmauzul Junaedi
saya sangat suka bermain pubg,5,2025-11-06 20:07:28,Hermawan Afka
"kecewa. semakin update semakin besar ukuran aplikasi nya, semakin tidak bersahabat untuk pengguna android ram 6gb ke bawah.",1,2025-11-06 19:59:29,Antony Yoga
Reang kapan udet e kang,5,2025-11-06 19:58:27,Tedi Handoko
game bagus,5,2025-11-06 19:58:03,Lisae Ica
sangat baik,5,2025-11-06 19:57:33,Hafizah Yulia
"klo update Iven terbaru ya di kroscek dlu dong admin, jangan merugikan player",1,2025-11-06 19:57:27,diro sudiro
"bagus gemes nya , kaya asli",5,2025-11-06 19:55:18,Deri Chitra
Geme pung adalah game paling terbaik di dunia dan saya sangat suka bermain game pung mobille,5,2025-11-06 19:52:02,Ijebiu 77
bagus saya suka😙,5,2025-11-06 19:47:49,Joni Waelah
permainan yg sangat menyenangkan,5,2025-11-06 19:46:01,Zeni Nurjaman
manttapp,4,2025-11-06 19:45:49,SEHATI II
"macthing terlalu lama, 5 menit lebih jadi bosan nunggu,, pindah game ML aja lah",1,2025-11-06 19:42:52,Ancruk Hatake
"setelah update,4.1 malah FC pas masuk game",1,2025-11-06 19:41:35,Keey Marley
nge**it ngotak dikitlah update nya ngabisin kuota,5,2025-11-06 19:38:38,Agfa Hhh
untuk gemplei nya saya suka tapi kita harus top ap dulu baru dapat Rp elit saya mau top ap tapi uan saya tida ada😭😭,5,2025-11-06 19:37:43,AJO
"Tencent please add warships or something to the payload, because I prefer war on waterways, please Tencent.",5,2025-11-06 19:36:18,Cahyana Suharwito
ok,5,2025-11-06 19:31:18,Pahr Shru
"Untuk akun yang sudah lama tidak bisa di akses bahkan setelah pengajuan kepada pihak layanan pelangggan di dalam game sampai sekarang masih tidak di proses, saya mengerti bahwa itu hal yang sensitive untuk di kerjakan karena menyangkut akun tapi alasan saya bermain karena masih ada harapan bahwa akun lama yang sudah tidak bisa di akses dapat kembali. mohon pengertiannya wahai tim pengembang🙏🏼",2,2025-11-06 19:30:27,Risaki Takeguchi (Rogery :v)
"min, mana empor glacier nya, udh 7 thn masih panu 😡🤬",5,2025-11-06 19:29:18,Dancoeg KOPLINK
"parah banget banyak kali bug updat kali ini tiba"" setingan control berubah sendiri",1,2025-11-06 19:25:04,Hab Ban
ok,5,2025-11-06 19:24:17,Hasti Jo
cool game,5,2025-11-06 19:21:43,Dimas Ario Wibowo - 009
serunya,5,2025-11-06 19:18:36,Alegria Da costa
kenapa sekarang banyak bottttttt,2,2025-11-06 19:03:22,Dony Putraa
"keterangan gagal top up karna root, padahal hp gu gak di root 😑",4,2025-11-06 19:01:15,Rennn
lag,5,2025-11-06 19:00:33,Fikellz 234
"sejauh ini lumayan bagus sih, tpi menurut saran saya Metro Royal di tiadakan aja , bahkan setiap player jarang atau tidak sama sekali memainkan Metro Royal. terimakasih",4,2025-11-06 18:58:32,Sapri Yani
jaringan nya sering merah pas lagi war di game tolong di perbaiki dong pliess padahal ping di sini bagus tapi di game merah terus,2,2025-11-06 18:57:38,Razaq Gold
update bukanya tambah bagus sitem jaringan server dalam game malah mundur lama lama banyak player kabur dan ini terakhir kali sya bermain PUBG MOBILE selamat tinggal 👏🖐,1,2025-11-06 18:52:50,nurfidyansyah nurfidyansyah
saya main dari pertama season sampai skarang tetep game terbaik bagi saya sampe skarang saya kerja dan punya anak istri tetap main tapi gak sepadat dulu cuk 2019 paling berkesan 🥰🥰🥰🥰🥰,5,2025-11-06 18:50:45,Hamdain Hady
gaem paling mantap,5,2025-11-06 18:46:51,Candika Winarya
😍😍,5,2025-11-06 18:41:21,devi putri mulyana
pubg mantap 💯👌😘❤️,5,2025-11-06 18:36:33,Chanotenggo Mchanobapteng
ko maiak bisa dibawa hahaha??,5,2025-11-06 18:34:16,Dirson De Jesus
😍😍😍,5,2025-11-06 18:29:18,France Jola
"saya minta tolong di perbaiki lagi,ram saya masih besar internal saya masih besar kenapa ngeclos terus tolong di perbaiki lagi,dan saya minta setiap update itu coba gitu udah benar terkadang ada aja yang cacat di karakter nya dan terkadang jaringan bagus tapi sering banget patah",1,2025-11-06 18:25:27,maul Bimakasa
"tolong untuk HUB di hilangkan saja semakin ke sini semakin berat dan juga tambahan"" even yang tidak jelas . salah satu contoh HUB Bot juga semakin aneh . tier juga makin ngaco kalo bisa untuk even rumah HUB Metro Royal di pisah saja aplikasinya terimakasih",5,2025-11-06 18:23:59,BOT KUUK
games nya keren,5,2025-11-06 18:21:10,Ayu Astuti
geme yg menarik dan natural..,5,2025-11-06 18:19:11,Gunawan
sangat bagus sekali menurut saya pubg mobile sudah menyediakan yang terbaik saya sebagai pemain lama sangat menyukai ini tapi tetap saya tetap rindu zaman old 2019😭,5,2025-11-06 18:14:39,Amerika Amerika
infinix gt 10 kpn dapat 120 fps,1,2025-11-06 18:13:02,Yasiko Jaya
not bad,5,2025-11-06 17:57:14,usmanalpian alpian
assalamu'alaikum wr. wb bagi m4 glacier nya lahh. bosan aku pakai panu udah 5 tahun,5,2025-11-06 17:54:09,Dandi Di
keamanan akun kurang bagus. akun saya hilang dan telah report ikuti anjuran email dari pubg tetap tidak ada hasil. padahal sudah di kirimkan bukti yg sangat jelas bahwa saya yg mempunyai akun,5,2025-11-06 17:53:17,Ulun 94
1 hari dibatasin main 6 jam.,2,2025-11-06 17:49:00,Torang Tambun
terimakasih t,5,2025-11-06 17:40:42,Rivaldo Do rego
"mantap game bagus, tapi kadang2 sering ada bug",5,2025-11-06 17:38:53,Santo Lukas
makin berat aja gamenya,5,2025-11-06 17:32:07,Nurul Hamdi
"bgsd cok, gw masih ace pramuka dikasih lawan ace domi 20+ cokk stress",5,2025-11-06 17:30:11,Salman alfarizi
very nice for Indonesia people,5,2025-11-06 17:28:50,Samson Solangi
"game yang seru, main pubg dari 2019 sampai sekarang banyak event event dan colab menarik",5,2025-11-06 17:26:03,gibran zaelani
Game favorit,5,2025-11-06 17:19:28,Mifth_JC
"Game favoritku, Saat saya lagi nga mood, cuman Pubg yg bisa menemani",5,2025-11-06 17:12:13,Andro Kafiar
pemain Sepuh lewat.. 😅,5,2025-11-06 17:11:47,ibnu sopian
my favorit game,5,2025-11-06 17:11:34,Sugiawan
👍 kembali di 2025 pakek hp ram 4🫣,5,2025-11-06 17:03:45,Dek Prasetyo
"setelah update handphone android ram 2 kebawah masih juga tidak lancar bermain PUBG, selalu mengalami penurunan frame rate dan layar yang suka ngefreeze.",1,2025-11-06 17:02:45,Mizu 19
"di sarankan kalau bisa di buat vs AI yang offline agar lebih seru.,!",5,2025-11-06 17:01:25,Teddy Mallo
sangat baguss skli,5,2025-11-06 17:00:56,Putra Tamaka
klo apded itu yg bagus-bagus Tencent ini geme pubg sekarang bakalan sepi klo apdednya kaya gini makin semakin lama makin gak bagus apdednya. lebi bagus apded kemarin apded sekarang kaya permainan anak-anak bakal sepi klo gini.,4,2025-11-06 16:22:31,Yusri Pratama
Bagus sekali boss 👍🔥,5,2025-11-06 16:19:08,Oppo A5i
good,5,2025-11-06 16:16:39,Muhammad Nhizar
jangan terlalu cepat update....nanti player hp kentang merana,5,2025-11-06 16:06:06,Wahyudi Uyut
yaa pasti tau lahh 🤣🤣,5,2025-11-06 16:05:13,Dimasaji Mahendra
bintang satu ...sebelumnya saya main pubg global ini ...tapi item item nya sangat mahal ...sedangkan saya bukan sultan ..sangat beebeda dengan pubg kr ..banyak item . sekarang saya main di pubg versi korea ..lumayan lah ...karna ini juga sebuah hiburan doang ...gak perlu lah keluar uang banyak banyak untuk memperkaya Tencent ..sekedar masukan sedikit adilah pada buyer buyer ....setidaknya bisa sling menguntungkan ..bukan memperberat seperti saat ini ..😁😁😁,1,2025-11-06 16:02:11,NJOENJOE CHANNE
ok,5,2025-11-06 15:52:27,Rafi
oke,5,2025-11-06 15:51:01,stevani egha
luar biasa game Pubg Mobile ini,5,2025-11-06 15:47:37,Ferdianto Mauauth
"Terlalu banyak update, pengalaman main jadi terganggu. kenapa gak di satuin aja updatenya bikin kesal berkali kali update",1,2025-11-06 15:46:24,Taufiq Syaifullah
bagus,5,2025-11-06 15:44:20,Jezinho Mendonca
yg lain suda apdetan saya belum ada??9,5,2025-11-06 15:40:02,Ryo Naldini
"game nya bagus ,tapi serba duit spin peti klasik dari awal main sampai sekarang belom pernah dapet item yg bagus/agak kikir,harusnya bisa dapet lah spin udh habis 1000 uc ga dpt apa apa duit gw ilang sia sia",5,2025-11-06 15:38:32,Ahis Fatakhilah
turunkan harga uc,3,2025-11-06 14:56:26,Munir Qayyum
tiap abis d update ada aja masalahnya aneh bet,5,2025-11-06 14:55:34,Potatobee
"kecewa poco x6 pro Dymensity 6300 cuma dapat 90fps tidak 120fps, padahal di game mobile legend bang bang dan game call of duty dan game delta force bisa dapat 120fps, untung main pubgnya tidak terlalu sering karna lebih sering main delta force dan call of duty, kalo poco x6 pro ini bisa kebuka 120 fps di pubg saya akan lebih sering bermain game pubg ini. saya coba game for peace atau pubg china di hp poco x6 pro ini juga bisa 120 fps",1,2025-11-06 14:55:01,Feri Nugroho
tidak bisa di-update👎🏻,1,2025-11-06 14:49:04,Bintang Hardianto
SEMOGA WANGI TEROSSS PAS GACHAAA. MAKASIH ATMIN,5,2025-11-06 14:46:35,Anjar am
very good,5,2025-11-06 14:44:32,Jose Agosto
kapan apdate,5,2025-11-06 14:44:05,ari registar
bagus bgtt tapi bisa ga ada skin senjata gratis yg ber auraa?,5,2025-11-06 14:42:30,Ahmad Huzaeni
game terbaik sepanjang masa,5,2025-11-06 14:34:43,0291日立_（日立）
"Maaf hp ku kentang,,,, jadi aku off main pubg,, gal enak lag parah padahal PUBGM aja",5,2025-11-06 14:29:28,SyahlaN LilA ayu NirA
mantap,5,2025-11-06 14:27:14,Akew Pry
"Game rusak, tiap update pasti download ulang file2nya. Map, skin, emote, bangke lah. Udah gitu tambah gede lagi memory nya yang kepake. Makanya tambah hari banyak yang pensi. Kali update ngotak dikit lah. Minimal file2 yang dah ada gak usah dibikin download ulang. Bikin males aja. MIKIR.....!!!!!",2,2025-11-06 14:18:30,choky satryandra
game dengan grafik terbagus,5,2025-11-06 14:15:34,Darren Derren
"gk bisa hidup kembali saat sekali mati 😂, seharusnya tidak usah ikuti event... harus ada dikasih kesempatan untuk hidup kembali setelah tertembak mati",2,2025-11-06 14:14:56,Almulkmin .pasis25
mantap🔥,5,2025-11-06 14:12:59,gugun sugianto
Game yg aku main dari umur 10 thun🫰,5,2025-11-06 14:07:28,Gibran Abdul Kader‘
saya belum update-update ini min temen saya udh pada update,3,2025-11-06 14:06:39,Sayyid Muchsin Ibnu Mulkhan Al haddad
gem bagus sekali,5,2025-11-06 14:06:37,Fideliu Guterres32
update nya harus banget ya ga bareng sama yang lain?,3,2025-11-06 14:06:26,Salman Alwafi
bagus setiap update nya menarik,5,2025-11-06 14:03:32,Reynaldi Yovan
dikit dikit update ini game aduhhhh parah tolol,1,2025-11-06 14:03:03,Elmi Munajat
di kurangin cheater nya banyak banget . meresahkan orang ngepush,4,2025-11-06 14:01:00,Betta Borneo
coba dulu ya,2,2025-11-06 13:57:44,Bambang Citra
update nya gmn ini teman² saya ko pada bisa cuman saya doang yang ga bisa,2,2025-11-06 13:49:56,Alip Padillah
PUBG TOLONG KASIH GW M4 GLACIER,5,2025-11-06 13:44:37,Anfa Alwi
tolong infiniti teman saya sudah bisa update kenapa saya belum bisa update ya tolong ya infiniti saya ingin bermain event baru terimakasih atas kerjasama nya,4,2025-11-06 13:34:59,Bilal Rizqi
kapan update we,5,2025-11-06 13:32:33,Laode ahmad fajar New
game favorit,5,2025-11-06 13:28:58,Aditya Yudha
terbaik,5,2025-11-06 13:16:30,Mohammad Ar
kenapa blom bisa update min,5,2025-11-06 13:12:21,Wahyu Yulia
game baik,5,2025-11-06 13:09:45,Enggi Ferianti
"PERBAIKI BUG KAU AJG, TIBA ADA MUSUH SUARA NYA GAADA TRUS TEMBAKAN NYA JADI 1 1",5,2025-11-06 13:08:22,Kevin Barus
nice,5,2025-11-06 13:07:46,Sluurp
tolong dong udah 40 fps kenap kayak berat bgt hiya tau minimal 60😭😭😭😭,2,2025-11-06 12:32:05,Hellp Me
"game gajelas bug mulu,giliran soal gacha aja lancar",1,2025-11-06 12:22:17,Adinda Miftahul fitrah
keren,5,2025-11-06 12:20:37,JOHNBOY GAMING 2
gerafik sangat bagus bisa di tv sudah buat hp yang biasa juga gerafik bisa normal adek saya suka kerena even yang menarik dan sangat bagus bisa hp yang setandar kalau Iven yang besar dan bagus goddd perut karena masih bisa membuat kita untuk bermain perang untuk berlatih menembak dan anak adik saya adik saya pemain karena ada skippy di toilet dan pesawat Saya suka aku terima kasih pubg sudah game yang sangat baik dan nyaman untuk adik saya Oke aku punya yang suka permaina yang bagus ini makasi,5,2025-11-06 12:18:42,Aston Martin
banyak bug,2,2025-11-06 11:57:04,Danial Akif
update gede gedean teros sampe pemain nya menipis!!,1,2025-11-06 11:53:54,Raccoonzell
"Tolong lah seperti nya update 4.2 bakalan pensi update 4.1 aja harus hapus beberapa apk,tolong di beri ke ringanan buat user Hanpone Android yng gak masih di bawah🙏",2,2025-11-06 11:49:24,Iblis Genit
info update jm 11.00 ini udh 11.42 blm bs update,1,2025-11-06 11:42:50,aldy
pubg saya tidak bisa diupdate sudah saya hapus instal berulang kali mohon untuk diperbaiki untuk hal kecil seperti ini karena saya malas untuk bermain jika ada kendala seperti ini karena saya mau bermain dengan teman saya jadi tidak bisa males lah pokoknya mohon jangan fokus ke hal yang besar2 saja fokus ke hal yang kecil2 seperti ini!!,1,2025-11-06 11:39:32,Zulfikar Ali sabana
update terlalu pendek,5,2025-11-06 11:37:49,Aang Aripson
cacat kebanyakan event... coba event itu di mode unranked.. game cacat gak kayak dulu sekarang player sepiiiii,1,2025-11-06 11:26:02,UGD YT
bagus,5,2025-11-06 11:25:13,Jalal GG
Bagus,4,2025-11-06 11:20:21,Handika Arya
gamenya ga bikin bosennn🔥,5,2025-11-06 11:18:36,Ahmad Abiyyu
mari perang heheh,5,2025-11-06 11:10:27,Ari
permainan yg sangat seru,5,2025-11-06 11:09:04,Mohamad alfin Jimmy
"Ini game keren abis, buat event yang engga ngebosenin terus ya developer. Dan semoga engga ada lag disetiap kali ada musuh",5,2025-11-06 11:03:44,Tangan Antiq
game bagus,5,2025-11-06 11:00:39,Gilang Permana
bagus,5,2025-11-06 10:57:55,Pinoo
🔥,5,2025-11-06 10:50:55,Aris wandy
setelah 5 Tahun ahirnya ngeRating juga😅,5,2025-11-06 10:42:22,Gracia Silva
anjayyy,5,2025-11-06 10:42:12,Dikabagush
"tolong lah itu matc solo nya d percepat matc nya,masa pencarian laga 15menitan,kemudian kalo Uda match lawan nya gak sesuai dengan tirer,aku yg tirer gold ketemu musuh yang tirer dominatur ngotok dikit lah😗",5,2025-11-06 10:33:40,Ashari Mickael
mantap,5,2025-11-06 10:20:29,Nayla Allysha rumenda
harga uc turunin yaa,5,2025-11-06 10:00:43,Raden Susan
menarik,5,2025-11-06 10:00:16,Fillio Pelasula
Mantap,5,2025-11-06 09:54:50,Dragon Z
karena grafik nya tidak di ganti ganti soal nya ff di ganti grafiknya PUBG MAH TIDAK DI GANTI2,5,2025-11-06 09:52:00,Achmicroza Game
settingan layout sekarang gabisa buat jiggle jiggle min bisain buat atur tombol larinya itu berfungsi banget buat player saya harap keluhan saya di dengar terimakasih,2,2025-11-06 09:45:40,AHMAD IFAN MAULANA
kapan ada sisen terbaru nya,5,2025-11-06 09:20:25,Reza Maikel
sangat senang,5,2025-11-06 09:17:54,Natiqurrohman Fikur
pokonya bagus sihh tapi itu di setiap turun di iven pasti ngebak terus seperti tembus tembus,4,2025-11-06 09:15:40,Ahmad Fajri
yaya game nya lumayan bagus buat sekelas android,5,2025-11-06 08:47:18,abidd suka mie ayam
Sekedar menghilangkan rasa jenuh setelah kerja seharian sangat suka kalo bisa yang ultimate bisa main pro player,5,2025-11-06 08:27:33,Awan Gunawan
sangat suka game ini.,5,2025-11-06 08:18:44,Kaks Timur
good game,5,2025-11-06 07:51:52,sieva Wahyu r
baguss geme favorit,5,2025-11-06 07:42:14,Iya Ucupp0805
min kapan versi android update,1,2025-11-06 07:28:15,Aryga Adprtma
gema terbaik sepanjang masa,5,2025-11-06 07:18:00,Salman Alfarisi
"PENTING!! .game ny sekarang sepi min, baru aj upgrade device eh musuh ny kaga ada isinya bot pea demeg ny kek taik, saran aja klo mau rame harus bisa manjain para player kentang krna kebanyakan yng main pun device ny pas pasan,klo dari dulu lu ngedengerin keluh kesah player HP kentang mungkin sekarang masih rame, kek gw yang pengen bngt main pubg kehalang device.",3,2025-11-06 07:04:59,Flagship
tolong dipercepat update nya agar bisa menikmati event yang akan datang tapi untuk gamenya cukup menarik dan beragam event nya,5,2025-11-06 07:00:42,Daffa Naykent
game idaman mantap,5,2025-11-06 06:44:08,Sammy Vander
"Saya tidak bisa log in menggunakan akun Facebook saya. Selalu ada tulisannya ""Gagal masuk, 9999).",1,2025-11-06 06:27:18,Ipunk Realme
"rating PUBG sempat 3,8 sekarang 4,5 pertanda tambah kepuasan akan game ini, Alhamdulillah akhirnya bisa dapat M4 Glacier setelah 7 tahun main dari 2018, sekarang main cukup ranked Ace dan misi RP aja, selebihnya fokus di Real Life, semoga kedepan ada tambahan pengembangan skin RP terpisah dan menu jual inventaris epic, salam mabar PLAYER JATIM",5,2025-11-06 06:08:24,haris setiawan
game terbaik,5,2025-11-06 05:50:37,Moch Syifaul Anam
bagus banget,5,2025-11-06 05:45:44,Anjas Codet09
👍🏻👍🏻👍🏻,5,2025-11-06 05:42:34,Hery Gunawan
bang saran gw buat game seperti pubg mobile akan tetapi dibuat khusus roleplay seperti gta 5 di fivem kemungkinan bakalan rame soalnya sekarang game roleplay sedang naik daun dan di mobile tidak ada game roleplay yang memiliki karakter seperti di pc. menurutku pubg ini kalo dijadiin game roleplay bagus dari segi karater realistis sekali,2,2025-11-06 04:17:46,Khoirul Huda
gamenya sangat keren dan seruu,5,2025-11-06 04:12:58,Akunbaru Ku
email sama tapi kok malah jadi akun baru sedangkan pas masuk coc email nya sama akunnya gak hilang tapi ini PUBG malah hilang dan di suruh bikin character baru kecewa nya aku dengan semua perjuangan ku pengeluaran ku aku merasa tertipu ini kah modus modus baru para developer untuk mendapatkan uang mending jadi koruptor aja lebih tertutup dan gak menggangu,1,2025-11-06 03:35:51,Perdi nr
"dirubah trs tempat"" nya bagusan pubg dulu makin gk jelas pubg sekarang",1,2025-11-06 02:59:58,Bagas Naruto
"makin tinggi saja update nya, walaupun seru, setidaknya kalo seasons baru, event saja yang berbeda bukan malah update nya ikut naik.",1,2025-11-06 02:34:28,Qurahman Sitohang
tolong buat game haunted vs hunter jgn di hapus. aku suka mode itu..,3,2025-11-06 01:59:54,Syahju
min tolong dong saya mau download aplikasi sudah 90% tapi tiba tiba saya cek kembali di play store mengulang menjadi 8% itu maksudnya apa yah min saya jadi sia sia Terbuang paket saya tolonggg benerinnn ya jump boat🙏🏻🙏🏻🙏🏻,1,2025-11-06 01:04:18,Azka Ponsel
sekarang masuk rumah kok harus download dulu ya kenapa...?,5,2025-11-06 00:39:00,Adi Nurmawan
"to many player use cheat. no skill, bad game",1,2025-11-06 00:36:40,azwar hamid
sangat memuaskan,5,2025-11-06 00:34:14,Ilham Good
terbaik,5,2025-11-06 00:20:07,Melanesia Pilot
Game yg bagus,3,2025-11-06 00:18:27,Apa Aja
tolong di perbaiki bug nya secepat mungkin,5,2025-11-06 00:08:28,Arman Fadillah
"Tolong kondisi kan bug""nya min, apalagi sering kali bug jaringannya",3,2025-11-05 23:48:09,Subhan Arabi
tolong pihak pubg akun saya du retas pihk tidk bertangung jawap hari ini tgl 5 novmbrr 2025,1,2025-11-05 23:46:24,Alvin 2323
eh krafton temen gua baru main lvl 20 dibawah pas main ketemu plyer rank ace domi.. gimana mau gak sepi orng cara pengaturan match nya aja gak jelas.. langsung di hapus tu pubg nya.. tolong lah di perhatikan kasian yg baru main.. contoh game lain lah,5,2025-11-05 23:41:25,Grday Pubg
"Mohon perbaiki pingnya, masa iya pake iphone 15 ping lag, mksih yaa semoga di baca",5,2025-11-05 23:01:17,Dino Orange
"tolong perbaiki... tidak bisa login fb, sdh bberapa hari ...",3,2025-11-05 22:58:46,Andika dwi Setianto
game nya bagus gerafis nya bagus dan game nya seperti kehidupan kita sehari-hari nya gerafis nya HD gua mau di update selanjutnya di 4.1 ini game nya di turun kan data nya biyar hp kentang bisa main GK ngelek²,5,2025-11-05 22:58:46,Haji No
god game,5,2025-11-05 22:58:21,Deni Kurniawan
Saran saya sih Map WOW dihapus saja Biar semua player main di map klasik Sekarang lebih banyak bot daripada player,4,2025-11-05 21:53:20,Cristover Guterres
I love you pubg mobile,5,2025-11-05 21:43:11,Wilem M
"Gamenya makin kesini makin berat, sering bgt force close kalau lg main",2,2025-11-05 21:06:55,Lailani Hidayati
"Tencen ganteng,tencen baik hati. Tolong kasih aq hoki sekali inj saja ya...ya..ya Aq kan pemain murni,no cheat2",5,2025-11-05 20:49:10,Fatmawati Lisdiana Putri
tolong untuk devolovernya perbaiki lah soal jaringan saran saya tambahkan fitur wifi gabung data seluler itu saja.. mohon perhatikan,5,2025-11-05 20:23:15,indra parmady
"kenapa mau login akun facebook gak bisa2 min,,, layarnya cuma putih doang.",1,2025-11-05 20:20:54,Tinus Toretto
120😭,5,2025-11-05 20:02:35,Arsalan Tunio
nice 😄,5,2025-11-05 19:41:13,Dave Matthew
damnnnn keren abis,5,2025-11-05 19:40:30,Gabriel Adrian
"saya suka!""",5,2025-11-05 19:27:15,Supar min
"KAMI PLAYER BUTUH REALISTIS GAME DI PUBG YANG NYATA TIDAK MEMAKAN BANYAK RAM DAN TOLONG PERBAIKI KE STABILAN JARINGANNYA , JARINGAN BAGUS MALA PING NYA MERAH KACAU SALAM AKAL SEHAT CHIKEN DINNER BY KLAN: DEVNATION",1,2025-11-05 19:27:01,Steven Jonatan
"Hampir 8 tahun menemani belum pernah conqueror, tp seasion ni akhirnya dapat gelar Ultimate Legend, seasion depan harus bisa conqueror.",5,2025-11-05 19:15:40,Bonar Sinaga
terlalu pelit Gacha ga pernah dapet glasier,3,2025-11-05 19:14:00,Kane Combs
ge duakali mati lompat dari mobil itu pun sudah dalam keadaan ngerem... buat game yang sewajar wajarnya lah..,4,2025-11-05 19:09:53,Maxtron Mega
game nya bagus,5,2025-11-05 19:06:39,Rahmat Hidayat
"update makin ringan cuma kadang ping nya naik, mohon diperbaiki",4,2025-11-05 18:49:48,Backpacker GamerZ
ye this game have big part of life back in season 11,5,2025-11-05 18:46:58,Alfran Timoti
"semakin berat mending nyerah aja dah,, gem kelas sultan prangkat ku tersiksa nlek parah slamat tingal PUBG👋👋👋👋",1,2025-11-05 18:27:18,Dafiq Putra
bagus,5,2025-11-05 18:25:49,fafan Donggo
sangat menyenangkan,5,2025-11-05 18:16:23,Semin Pakage
bagus cuma hp saya kurang mampu,5,2025-11-05 18:15:44,Bang Bahrin
keren banget 🥰,5,2025-11-05 18:10:20,Xioyan
"permainan nya sangat2 bagus,",5,2025-11-05 18:04:05,Idul Bahri
gak pernah di kasih hoki,5,2025-11-05 17:54:37,Amrullahrifai
PUBG MOBILE gemya seru di mainan,5,2025-11-05 17:49:20,Fataruba Aso Aso Fataruba Aso
mantap,5,2025-11-05 17:32:27,rizhwan suhendar
"saya pemain dari s3 udah lama gak main ini game, pubg sekarang gak seru terlalu banyak event, bahkan hujan,night mode dihilangkan, kami rindu pubg yg dulu. ,Kembalikan era TENCENT!!!",2,2025-11-05 17:29:11,Randi Andika
"mualai suda jelek betul, sering perbaruan itu nunggu lama berapa menit baru selasai",1,2025-11-05 17:27:53,Ambo Asse
"jaringan sering hilang, Padahal bgus, bug bnyk",3,2025-11-05 16:19:30,Edo chanell
Bagus si tapi kali kali bagi sekin senjata laah masa dapet nya itu itu aja udah 6th main nggak pernah di kasih dapet skin senjata yang bagus malah di kasih abal adalah😮‍💨,5,2025-11-05 16:05:58,Ilham Alfiyan
i love pubg🤍,5,2025-11-05 15:37:39,TWINS CHANNEL
thank you pubg,5,2025-11-05 15:30:27,Ra Un
ohh nicee,5,2025-11-05 15:16:14,Vandro Yulfindo
terbaik,5,2025-11-05 14:48:15,Martin Calistro
"game nya oke, sekali sekali ane ke sini😆👑",5,2025-11-05 13:50:31,KING _YUNIFRS
👍👍👍👍,5,2025-11-05 12:51:49,Ame Rosemary
seru,5,2025-11-05 12:41:21,Gian Sptraaa
Senang bisa maing pubg mobail,5,2025-11-05 12:37:46,Sebas Araujo
game favorit aku..,5,2025-11-05 12:34:54,Marsyah Nurcahyati
menarikkk bgtttt,5,2025-11-05 12:23:59,Bambang Setiono
game nya bagus bangat🔥,5,2025-11-05 11:03:47,ALEXIUS SAINYAKIT
the best la pokoknya,5,2025-11-05 10:21:14,Yahya Rumadaul
tolong bug saat pegang senjata yg tembus dinding rumah pas nempel itu di perbaiki,3,2025-11-05 10:14:12,ZxuanGtr Gh
mantap versi spesial,5,2025-11-05 09:15:31,Hafidz Musyafa
bagus sekali,5,2025-11-05 07:05:24,Ahmad Suzudi Abdad
susah untuk login sekarang,1,2025-11-05 06:56:25,Joe Febrian
"gimana sihh ini game,kenapa gak bisa masuk kedalam game dari semalam,respon dong",5,2025-11-05 06:13:43,Ariawan 1322
sangat bikin kecewa kenapa bisa akun saya mala tiba tiba di banned tanpa ada kesalahan . giliran dwonload ulang tiba tiba sitendang keluar dan tidak bisa masuk terus selalu minta pembaharuan gak jelas ... bikin sakit hati,5,2025-11-05 06:06:06,oghenkyudi_ al-makassari
hy saya pleyer pubg mobile dari awal rilis sampai sekarang saya suka bermain pubg saya tidak ada kata bosan main pubg mobile ini cuma saya minta 1 tolong buatkan skin baju TNI AD geme pubg mobile ini sama persis seperti tentara dan kalo bisa mau dapatkan skin tentara jangan pake uc tolong di pertimbangkan tencent terimakasih,5,2025-11-05 05:30:00,Yoko Septiawan
"untuk kravton,bisa lah buat rank dari Ace master sampe Ace domi itu di buat susah musuh nya,biar makin seru dan menantang",5,2025-11-05 05:08:24,Yosua Sumbanu
game yg sangat bagus tapi bagusan yg dulu 😥,5,2025-11-05 04:24:15,Yanzzsapitra yanzz
PUBG bagus,5,2025-11-04 23:37:52,DANI NOOR AFENDI
tolong rilis kan lagi bundle bape/ a bathing ape saya sangat ingin set nya karena bagus dan keren jika itu di keluarkan kembali maka semua nya bakalan come back,5,2025-11-04 22:26:43,Kynan Aurelio pratama
"untuk devloper game PUBG tolong lebih benahi mengenai masalah pada akunbaru kali ini saya tidak bisa login dengan akun saya saya sudah ganti dengan akun lain tidak bisa juga,sudah 7 hari saya tidak bisa login,saya sudah login berulang kali dengan tautan media sosial saya,tapi tidak kunjung login,tolong benahi lagi pada masalah akun ini,saya kurang mengerti ini suatu bug atau masalah teknis dari pihak developer,tolong benahi lagi dan tolong kembalikan akun saya",3,2025-11-04 21:32:18,Hoshi Excel
