review,review_clean,review_processed,rating,sentiment,date,userName
sistem kenaikan ranknya terlalu sulit saya terutama player non iphone sangat merasa kesulitan terlebih lagi banyak yang pake cheat vip banyak yang live di tiktok pake cheat vip tolong pengalaman bermain sangat rusak,sistem kenaikan ranknya terlalu sulit saya terutama player non iphone sangat merasa kesulitan terlebih lagi banyak yang pake cheat vip banyak yang live di tiktok pake cheat vip tolong pengalaman bermain sangat rusak,sistem kenaikan ranknya sulit player non iphone kesulitan pake cheat vip live tiktok pake cheat vip tolong pengalaman bermain rusak,4,positif,2026-02-27 02:29:50,inL dunggio
GAME KAYA PUKI,game kaya puki,game kaya puki,1,negatif,2026-02-27 02:25:35,Radit selmury
"maaf saya tidak merasa nyaman saya kurangi bintang...saya main pubg dri musim 19 makin kesini gk makin enak malah di persulit..banyak yg ngeluh yg pus rang GRADING..pubg sekarang bikin emosi apa""an granding berturut-turut masuk 4 mau ke 5..gk masuk 5/10 besar keriset habis dari awal.. kenapa gk di kurangin 1 bila gk masuk 5/10 besar ini keriset habis makin lama makin males ni gaem.. makin susah...",maaf saya tidak merasa nyaman saya kurangi bintangsaya main pubg dri musim makin kesini gk makin enak malah di persulitbanyak yg ngeluh yg pus rang gradingpubg sekarang bikin emosi apaan granding berturutturut masuk mau ke gk masuk besar keriset habis dari awal kenapa gk di kurangin bila gk masuk besar ini keriset habis makin lama makin males ni gaem makin susah,maaf nyaman kurangi bintangsaya main pubg dri musim kesini enak persulitbanyak ngeluh pus rang gradingpubg bikin emosi granding berturutturut masuk masuk keriset habis kurangin masuk keriset habis males ni gaem susah,1,negatif,2026-02-27 01:53:16,Aden arfa
kembalikan pubg ke era covid !!!!!!!!,kembalikan pubg ke era covid,kembalikan pubg era covid,1,negatif,2026-02-26 23:45:12,Rilka Yuanda
gini amat game. perasaan dulu gak gini. malah pada fokus cari duit aja. liat pertadingan banyak yg rusak kecewa banget asli dah,gini amat game perasaan dulu gak gini malah pada fokus cari duit aja liat pertadingan banyak yg rusak kecewa banget asli dah,gini game perasaan gini fokus cari duit liat pertadingan rusak kecewa asli dah,1,negatif,2026-02-26 23:40:44,sandy ap
"tolong perbaiki sistem rank nya seperti dulu sebelum kalian ganti season, sungguh tidak ramah bagi kami yang masih menggunakan device rendah, sinyal bagus tapi sayang update sistem kali ini sangat menggangu sinyal, frame drop parah, dan jangan membuat player kesusahan untuk bermain game ini, percuma event kalian menarik tapi isi game nya tidak, mohon diganti SISTEM RANK INI SEPERTI DULU!!!",tolong perbaiki sistem rank nya seperti dulu sebelum kalian ganti season sungguh tidak ramah bagi kami yang masih menggunakan device rendah sinyal bagus tapi sayang update sistem kali ini sangat menggangu sinyal frame drop parah dan jangan membuat player kesusahan untuk bermain game ini percuma event kalian menarik tapi isi game nya tidak mohon diganti sistem rank ini seperti dulu,tolong perbaiki sistem rank ganti season sungguh ramah device rendah sinyal bagus sayang update sistem kali menggangu sinyal frame drop parah player kesusahan bermain game event menarik isi game mohon diganti sistem rank,5,positif,2026-02-26 23:24:15,Lil B
sejauh ini bagus,sejauh ini bagus,bagus,4,positif,2026-02-26 23:18:25,Herdi Ganja Wijaya
PUBG mobile permainan egkkk jlas,pubg mobile permainan egkkk jlas,pubg mobile permainan egkkk jlas,1,negatif,2026-02-26 23:14:38,ricky laksono
KENAPA GABISA DIBUKA.saya ingin login tapi malah black screen gabisa dibuka ditunggu lama pun masih tetep sama,kenapa gabisa dibukasaya ingin login tapi malah black screen gabisa dibuka ditunggu lama pun masih tetep sama,gabisa dibukasaya login black screen gabisa dibuka ditunggu tetep,1,negatif,2026-02-26 23:10:42,Wawan Wahyudi
hapus graiding nya dong jadi ga asik bet nih,hapus graiding nya dong jadi ga asik bet nih,hapus graiding asik bet,1,negatif,2026-02-26 23:04:41,Ffddfghh Gcxddfgh
main sesuai dengan level 😀😀😀,main sesuai dengan level,main sesuai level,5,positif,2026-02-26 22:57:44,Rusdi Anto
"walau match making nya ngawur contohnya akun ku yg musuh platinum tiba tiba ketemu ace, tpi ya overall lumayan dan klo bisa event ringan dan membantu mobility supaya gk bosen, event terbagus sih yg stell ark",walau match making nya ngawur contohnya akun ku yg musuh platinum tiba tiba ketemu ace tpi ya overall lumayan dan klo bisa event ringan dan membantu mobility supaya gk bosen event terbagus sih yg stell ark,match making ngawur contohnya akun ku musuh platinum ketemu ace tpi overall lumayan event ringan membantu mobility bosen event terbagus stell ark,5,positif,2026-02-26 22:45:23,Beni Ak
knpa ya sekarang main pubg ko sinyal nya parah banget pas udah di permainan sinyal nya ngga stabil banget sampai 600ms malah ngga turun tuh ms nya lag parah bukan 1 atau 2 kali ini mah sering banget pas turun dri pesawat pasti ping nya langsung naik jdi 300 kadang nyampe 600,knpa ya sekarang main pubg ko sinyal nya parah banget pas udah di permainan sinyal nya ngga stabil banget sampai ms malah ngga turun tuh ms nya lag parah bukan atau kali ini mah sering banget pas turun dri pesawat pasti ping nya langsung naik jdi kadang nyampe,knpa main pubg ko sinyal parah pas permainan sinyal stabil ms turun ms lag parah kali mah pas turun dri pesawat ping langsung jdi kadang nyampe,5,positif,2026-02-26 22:18:24,Giwang
"tolong sistem grading harus berimbang, proteksi turun cuma sekali tidak berimbang kalah 2x langsung kereset, tolong juga hack map mengunakan alpikasi tambahan di BAN musuh lebih tahu posisi kita, minta di tindak lanjuti bagi penguna aplikasi tambahan.",tolong sistem grading harus berimbang proteksi turun cuma sekali tidak berimbang kalah x langsung kereset tolong juga hack map mengunakan alpikasi tambahan di ban musuh lebih tahu posisi kita minta di tindak lanjuti bagi penguna aplikasi tambahan,tolong sistem grading berimbang proteksi turun berimbang kalah langsung kereset tolong hack map mengunakan alpikasi tambahan ban musuh posisi tindak lanjuti penguna aplikasi tambahan,2,negatif,2026-02-26 22:13:03,Steven Rius
tolong laaa senjata di cheepark ilangin aja soalnya banyak rusuh,tolong laaa senjata di cheepark ilangin aja soalnya banyak rusuh,tolong laaa senjata cheepark ilangin rusuh,5,positif,2026-02-26 22:09:17,Ferdi
"game buriq, sinyale bosok kayak jembud",game buriq sinyale bosok kayak jembud,game buriq sinyale bosok kayak jembud,1,negatif,2026-02-26 22:07:20,Wahyu syah Alinuddin
games nya seru,games nya seru,games seru,5,positif,2026-02-26 21:51:25,Muhammad Reza
maaf sebelum nya game nya gelek tolong di perbaiki,maaf sebelum nya game nya gelek tolong di perbaiki,maaf game gelek tolong perbaiki,1,negatif,2026-02-26 21:21:56,Rafly Wanci
"tiap masuk In game slalu sj ad kesalahan jaringan,, padahal jaringan bagus loh.. kalau sudah masuk In game, pasti ad aj bug nya.. sudah parah sekali ini pubg",tiap masuk in game slalu sj ad kesalahan jaringan padahal jaringan bagus loh kalau sudah masuk in game pasti ad aj bug nya sudah parah sekali ini pubg,masuk in game slalu sj ad kesalahan jaringan jaringan bagus loh masuk in game ad aj bug parah pubg,1,negatif,2026-02-26 21:17:45,Adi Yusuf
gtw rating ap baru download hehe,gtw rating ap baru download hehe,gtw rating ap download hehe,5,positif,2026-02-26 20:14:11,Aditya subagia Putra
Fiturnya sangat tidak berguna,fiturnya sangat tidak berguna,fiturnya berguna,4,positif,2026-02-26 19:39:10,Ramdan Rifari
lumayan menghibur,lumayan menghibur,lumayan menghibur,4,positif,2026-02-26 18:52:03,Mirna Wati
jujur saya sangat kecewa dengan sistem grading ini gagal 1 kali hilang semua poinnya ini hanya buang2 saja,jujur saya sangat kecewa dengan sistem grading ini gagal kali hilang semua poinnya ini hanya buang saja,jujur kecewa sistem grading gagal kali hilang poinnya buang,1,negatif,2026-02-26 18:47:58,Excell Natanael
game nya seru,game nya seru,game seru,5,positif,2026-02-26 18:00:05,Vano Dotabarry
bikin kayak dululah bro,bikin kayak dululah bro,bikin kayak dululah bro,1,negatif,2026-02-26 17:38:49,E X E C U T E JEEP
Sudah okey... 👍👍👍,sudah okey,okey,5,positif,2026-02-26 16:18:52,Rocky Mbeling
kenaikan rank terbaru bikin gk seru karena bikin orang pada ngedok bukannya perang jadi bikin males main,kenaikan rank terbaru bikin gk seru karena bikin orang pada ngedok bukannya perang jadi bikin males main,kenaikan rank terbaru bikin seru bikin orang ngedok perang bikin males main,1,negatif,2026-02-26 15:22:05,Ibnu Fallah
gasuka bgt sistem naiknya bikin stresss,gasuka bgt sistem naiknya bikin stresss,gasuka sistem naiknya bikin stresss,1,negatif,2026-02-26 14:45:54,Zey PUBGM
pelit banget peti klasik anj padahal banyak skin nya tapi 1 pun gk dikasiii,pelit banget peti klasik anj padahal banyak skin nya tapi pun gk dikasiii,pelit peti klasik anj skin dikasiii,1,negatif,2026-02-26 14:40:18,Inu
game longor udah sepi mala pake grading mending uninstal aja,game longor udah sepi mala pake grading mending uninstal aja,game longor sepi mala pake grading mending uninstal,1,negatif,2026-02-26 14:01:38,No Name
"sistem griding untuk naik rank terlalau sulit, lebih enak main pubg versi cina daripada versi global",sistem griding untuk naik rank terlalau sulit lebih enak main pubg versi cina daripada versi global,sistem griding rank terlalau sulit enak main pubg versi cina versi global,1,negatif,2026-02-26 13:56:11,akbar wicaksono
tolong lah pubg mobile grinding grinding nya di hps aja gila min kena grinding nya mau puluhan kali main tapi dh sisa 1 grinding pasti dpt kwn random yg kyk bot banyak yg pensi temen Mabar gara'' grinding terus,tolong lah pubg mobile grinding grinding nya di hps aja gila min kena grinding nya mau puluhan kali main tapi dh sisa grinding pasti dpt kwn random yg kyk bot banyak yg pensi temen mabar gara grinding terus,tolong pubg mobile grinding grinding hps gila min kena grinding puluhan kali main dh sisa grinding dpt kwn random kyk bot pensi temen mabar gara grinding,2,negatif,2026-02-26 13:10:16,Irgi Adetya
kenapa setiap dalam proses loading terjadi masalah jaringan,kenapa setiap dalam proses loading terjadi masalah jaringan,proses loading jaringan,3,netral,2026-02-26 13:04:29,Sandi Official
"waktu cari pertandingannya lama, gimana mau main kalo gak dapat dapat pertandingannya. mohon diperbaiki lagi bikin kecewa aja",waktu cari pertandingannya lama gimana mau main kalo gak dapat dapat pertandingannya mohon diperbaiki lagi bikin kecewa aja,cari pertandingannya main pertandingannya mohon diperbaiki bikin kecewa,2,negatif,2026-02-26 12:55:30,M. Ridhoni
"kenapa kena Ben, padahal saya ngga ngapa'in lagi asik main renk tiba-tiba kena Ben",kenapa kena ben padahal saya ngga ngapain lagi asik main renk tibatiba kena ben,kena ben ngapain asik main renk tibatiba kena ben,1,negatif,2026-02-26 11:56:53,Lufti Azam
"nex update, kasi hujan dong biar makin realistis, kalo bisa si biar perubahan cuaca otomatis, kadang mendung, kadang hujan, kadang siang, kadang sore, kadang malam🙏",nex update kasi hujan dong biar makin realistis kalo bisa si biar perubahan cuaca otomatis kadang mendung kadang hujan kadang siang kadang sore kadang malam,nex update kasi hujan biar realistis biar perubahan cuaca otomatis kadang mendung kadang hujan kadang siang kadang sore kadang malam,5,positif,2026-02-26 11:20:13,Idabagus Kadek
"fitur laga tier di ilangin bisa gak? susah bet, ke riset mulu, , bikin nggk mood main pubg, nggak imbang sama player²nya, overall udah oke, yg nggk oke fitur laga tier itu, udah capek, malah lobby, huhhh",fitur laga tier di ilangin bisa gak susah bet ke riset mulu bikin nggk mood main pubg nggak imbang sama player nya overall udah oke yg nggk oke fitur laga tier itu udah capek malah lobby huhhh,fitur laga tier ilangin susah bet riset mulu bikin nggk mood main pubg imbang player overall oke nggk oke fitur laga tier capek lobby huhhh,1,negatif,2026-02-26 10:51:39,husni _nugraha1110
mantap jiwa raga. baru aktif lagi 7 THN yg lalu,mantap jiwa raga baru aktif lagi thn yg lalu,mantap jiwa raga aktif thn,5,positif,2026-02-26 10:30:49,Ynd
HP kentang main ep ep aja. Yg Bikin drop itu hp lu cil. bukan Gamenya. 😅,hp kentang main ep ep aja yg bikin drop itu hp lu cil bukan gamenya,hp kentang main ep ep bikin drop hp cil gamenya,5,positif,2026-02-26 10:10:17,Yoon Oh
Performa kurang,performa kurang,performa,1,negatif,2026-02-26 10:02:22,Kiris 21
"PUBG harusnya kembali di awal peluncurannya itu lebih bagus daripada sekarang ini makin aneh. ayolah gak usah ada event aneh aneh kembali ke 2018 Suggestion from old player I have been playing PUBG Mobile since 2018. One thing that made PUBG great back then was its simple menu, clean UI, and focus on realistic gameplay. Current versions feel too complex, with too many menus, events, and animations that distract from core gameplay. I hope PUBG can bring back: Simpler lobby & menu Optional “Class",pubg harusnya kembali di awal peluncurannya itu lebih bagus daripada sekarang ini makin aneh ayolah gak usah ada event aneh aneh kembali ke suggestion from old player i have been playing pubg mobile since one thing that made pubg great back then was its simple menu clean ui and focus on realistic gameplay current versions feel too complex with too many menus events and animations that distract from core gameplay i hope pubg can bring back simpler lobby menu optional class,pubg peluncurannya bagus aneh ayolah event aneh aneh suggestion from old player have been playing pubg mobile since one thing that made pubg great back then was its simple menu clean ui and focus on realistic gameplay current versions feel too complex with too many menus events and animations that distract from core gameplay hope pubg can bring back simpler lobby menu optional class,5,positif,2026-02-26 10:01:39,Baret Merah
sepertinya di mode ranked sekarang tidak jelas ya saya baru main ikuti misi 5 kali di peringkat 10 tapi pas sudah di ceklist 4 peringkat 10 gagal gimana itu kasih penjelasan? lebih bagus mode ranked dulu lagi lebih nyaman dan tidak ada misi yang membuat kita semangat lagi bermain di pubg mobile,sepertinya di mode ranked sekarang tidak jelas ya saya baru main ikuti misi kali di peringkat tapi pas sudah di ceklist peringkat gagal gimana itu kasih penjelasan lebih bagus mode ranked dulu lagi lebih nyaman dan tidak ada misi yang membuat kita semangat lagi bermain di pubg mobile,mode ranked main ikuti misi kali peringkat pas ceklist peringkat gagal kasih penjelasan bagus mode ranked nyaman misi semangat bermain pubg mobile,1,negatif,2026-02-26 09:44:33,Rendy Syahputra
pupgi haram epep mabar yahaha hayyukkkk,pupgi haram epep mabar yahaha hayyukkkk,pupgi haram epep mabar yahaha hayyukkkk,1,negatif,2026-02-26 09:08:10,Matthew
"aku merasa kecewa dgn PUBG mobile,aku sebenarnya baru ingin serius untuk pelajari game ini tapi saat aku mencoba bermain game ini kerap sekali kekurangan pemain aku bisa menunggu sampai lebih dari 10 menit hanya untuk satu pertandingan jika sedang kekurangan pemain kenapa tidak memberiku lawan komputer saja aku tetap senang meski lawannya komputer karena aku sedang belajar untuk bermain aku masih ingin tahu banyak tentang game ini tak masalah memberiku lawan komputer asal jangan mengecewakan aku",aku merasa kecewa dgn pubg mobileaku sebenarnya baru ingin serius untuk pelajari game ini tapi saat aku mencoba bermain game ini kerap sekali kekurangan pemain aku bisa menunggu sampai lebih dari menit hanya untuk satu pertandingan jika sedang kekurangan pemain kenapa tidak memberiku lawan komputer saja aku tetap senang meski lawannya komputer karena aku sedang belajar untuk bermain aku masih ingin tahu banyak tentang game ini tak masalah memberiku lawan komputer asal jangan mengecewakan aku,kecewa pubg mobileaku serius pelajari game mencoba bermain game kerap kekurangan pemain menunggu menit pertandingan kekurangan pemain memberiku lawan komputer senang lawannya komputer belajar bermain game memberiku lawan komputer mengecewakan,1,negatif,2026-02-26 08:26:52,Romi Ramdhan
"bug gyro D0ngo masa gyro ny bisa di gerakin tapi pas di tembak ngga fungsi kan b3go terpaksa gua download ulang ini aja blm tau ilang blm bug nya, untung aja game Lo seru klo ngga males gua download lagi",bug gyro dngo masa gyro ny bisa di gerakin tapi pas di tembak ngga fungsi kan bgo terpaksa gua download ulang ini aja blm tau ilang blm bug nya untung aja game lo seru klo ngga males gua download lagi,bug gyro dngo gyro ny gerakin pas tembak fungsi bgo terpaksa gua download ulang ilang bug untung game seru males gua download,2,negatif,2026-02-26 08:25:42,mr money
agak bingung kenapa ya awal mula pake hp vivo y22 awal download lancar jaya fps di 60 ke atas namun setelah main sekitar 2 bulanan fps drop dari 30 ke bawah bahkan nyentuh nomor 0 fps bingung sih,agak bingung kenapa ya awal mula pake hp vivo y awal download lancar jaya fps di ke atas namun setelah main sekitar bulanan fps drop dari ke bawah bahkan nyentuh nomor fps bingung sih,bingung pake hp vivo download lancar jaya fps main bulanan fps drop nyentuh nomor fps bingung,1,negatif,2026-02-26 08:25:10,Riki Marwan Nugraha
"mau kasih saran doang nih Buat Developer Nya kalo ada event baru tuh minimal jangan update terus gak mikir apa size gamenya bertambah terus setiap ada event pasti update aneh bikin gak rame pemainnya tuh gara"" update terus dan size game nya makin besar makanya saya kasih rating 5 supaya postingan saya di baca",mau kasih saran doang nih buat developer nya kalo ada event baru tuh minimal jangan update terus gak mikir apa size gamenya bertambah terus setiap ada event pasti update aneh bikin gak rame pemainnya tuh gara update terus dan size game nya makin besar makanya saya kasih rating supaya postingan saya di baca,kasih saran doang developer event minimal update mikir size gamenya bertambah event update aneh bikin rame pemainnya gara update size game kasih rating postingan baca,5,positif,2026-02-26 07:46:50,Alam syah Alam syah
"tolong lah hapus sistem naik tier yang baru ini kembali kan ke sistem renk yang lama lagi jangan lah di buat sulit begitu yang kalo gagal harus ulang lagi dari awal itu hanya membuang buang waktu saja yang membuat para player"" banyak merasa kesal gara"" sistem naik tier yang baru ini",tolong lah hapus sistem naik tier yang baru ini kembali kan ke sistem renk yang lama lagi jangan lah di buat sulit begitu yang kalo gagal harus ulang lagi dari awal itu hanya membuang buang waktu saja yang membuat para player banyak merasa kesal gara sistem naik tier yang baru ini,tolong hapus sistem tier sistem renk sulit gagal ulang membuang buang player kesal gara sistem tier,1,negatif,2026-02-26 07:18:30,Achmad Ichwanul
untuk saat ini sangat bagus,untuk saat ini sangat bagus,bagus,5,positif,2026-02-26 07:12:20,Galih Duta Suseno
hay pubg tolong hapus greding itu menyusahkan apalagi untuk saya yg player solo,hay pubg tolong hapus greding itu menyusahkan apalagi untuk saya yg player solo,hay pubg tolong hapus greding menyusahkan player solo,5,positif,2026-02-26 06:55:38,Ar Syah
gk bisa online,gk bisa online,online,1,negatif,2026-02-26 05:57:59,Siti Nurkhasanah
loginya dan bikin akunya terlalu ribet tak kasih bintang 🌟 satu,loginya dan bikin akunya terlalu ribet tak kasih bintang satu,loginya bikin akunya ribet kasih bintang,1,negatif,2026-02-26 05:21:30,Lutfi Muhamad
gudjob🫰😚😘😘🥰😍😂😂,gudjob,gudjob,5,positif,2026-02-26 05:18:55,Ulvia Ui
bagus tetapi matchmaking di map vikendi dan miramar lama sekali,bagus tetapi matchmaking di map vikendi dan miramar lama sekali,bagus matchmaking map vikendi miramar,4,positif,2026-02-26 05:09:33,Soni F. Fauzan
sistem kenaikan rank sekarang lebih susah lebih di uninstall saja jika poin awal menang laku berikut nya kalah akan kembali seperti awal lagi buang buang waktu,sistem kenaikan rank sekarang lebih susah lebih di uninstall saja jika poin awal menang laku berikut nya kalah akan kembali seperti awal lagi buang buang waktu,sistem kenaikan rank susah uninstall poin menang laku kalah buang buang,1,negatif,2026-02-26 04:58:45,syabani syabani
bagus aku udah rank ace,bagus aku udah rank ace,bagus rank ace,5,positif,2026-02-26 04:57:21,Muhammad Athar Al Fatih
game ter the best,game ter the best,game ter the best,5,positif,2026-02-26 04:38:36,Garing Jasa
player no attitude,player no attitude,player no attitude,1,negatif,2026-02-26 04:11:21,akun ig
kenapa game ini device nya kayak gini karna semua negara yang bermain gk kayak game lain 1 negara aja pikir dulu sebelum komen abg² kk² yang saya hormati 🙏🥰🥰,kenapa game ini device nya kayak gini karna semua negara yang bermain gk kayak game lain negara aja pikir dulu sebelum komen abg kk yang saya hormati,game device kayak gini negara bermain kayak game negara pikir komen abg kk hormati,5,positif,2026-02-26 03:41:37,RikaRika
"kok yang aku gak bisa masuk, padahal aku udah masuk tapi kok teba tiba ngestak di lobi , aku udah nyoba ber kali kali",kok yang aku gak bisa masuk padahal aku udah masuk tapi kok teba tiba ngestak di lobi aku udah nyoba ber kali kali,masuk masuk teba ngestak lobi nyoba ber kali kali,1,negatif,2026-02-26 03:30:03,Jasman Pranoto
terimakasih atas gameplay yang sekarang jiwa game ku mulai memudar..,terimakasih atas gameplay yang sekarang jiwa game ku mulai memudar,terimakasih gameplay jiwa game ku memudar,5,positif,2026-02-26 03:17:57,Sujeng 255
terima kasih atas gameplay nya jiwa game ku yang sekarang sudah menurun ..,terima kasih atas gameplay nya jiwa game ku yang sekarang sudah menurun,terima kasih gameplay jiwa game ku menurun,5,positif,2026-02-26 03:11:12,Balakang Service
"gw lagi gak puas soal naik tier ini andaikan kalah minimal kurang satu kah, ini gak malah pas kalah di reset poinnya anj bgt dah",gw lagi gak puas soal naik tier ini andaikan kalah minimal kurang satu kah ini gak malah pas kalah di reset poinnya anj bgt dah,puas tier andaikan kalah minimal kah pas kalah reset poinnya anj dah,1,negatif,2026-02-26 03:07:14,Irwansyah
bagus sih menurutku walaupun musuhnya susah pada jago,bagus sih menurutku walaupun musuhnya susah pada jago,bagus menurutku musuhnya susah jago,5,positif,2026-02-26 02:43:21,Anak Perintis
ko giro nya ngga bisa aktif yah punya saya,ko giro nya ngga bisa aktif yah punya saya,ko giro aktif yah,4,positif,2026-02-26 02:14:16,Aditya Ragil saputra
tolong hapus greding greding itu min kami pemain buat hiburan canda tawa di game lah ini makin di persulit kami main nya. tambah lagi yg player yg jago main. aim gk kaleng kaleng bukannya bar bar lagi ini di buat ngendok biar naik tier. tolong lah min tersiksa kami. rela kami begadang naikin tier. tapi kalo udah udah mokat dua kali yg tdi nya satu game lagi jadi di reset ulang. tolong mit bantuannya.....!,tolong hapus greding greding itu min kami pemain buat hiburan canda tawa di game lah ini makin di persulit kami main nya tambah lagi yg player yg jago main aim gk kaleng kaleng bukannya bar bar lagi ini di buat ngendok biar naik tier tolong lah min tersiksa kami rela kami begadang naikin tier tapi kalo udah udah mokat dua kali yg tdi nya satu game lagi jadi di reset ulang tolong mit bantuannya,tolong hapus greding greding min pemain hiburan canda tawa game persulit main player jago main aim kaleng kaleng bar bar ngendok biar tier tolong min tersiksa rela begadang naikin tier mokat kali tdi game reset ulang tolong mit bantuannya,1,negatif,2026-02-26 02:05:49,Kay-81
tolong diperbaiki bug/fram untuk android,tolong diperbaiki bugfram untuk android,tolong diperbaiki bugfram android,5,positif,2026-02-26 02:05:05,toncay alkara
update teruuuuuusssss,update teruuuuuusssss,update teruuuuuusssss,5,positif,2026-02-26 01:20:19,Imam Baehaqi
mantap de.... gak perlu banyak omong game ini favorit ku....,mantap de gak perlu banyak omong game ini favorit ku,mantap de omong game favorit ku,5,positif,2026-02-26 00:01:14,Slamet Sugiarto
kenapa gyronya sering gerak2 sendiri kayak gini padahal hp atau device saya support gyro ..please lah perbaiki gyro bug ni,kenapa gyronya sering gerak sendiri kayak gini padahal hp atau device saya support gyro please lah perbaiki gyro bug ni,gyronya gerak kayak gini hp device support gyro please perbaiki gyro bug ni,1,negatif,2026-02-26 00:00:28,Putrawan Yunus
"sangat Random sekali, gak tau kenapa ketika saya sedang bermain tiba tiba hilang koneksi sekitaran 30 detik lebih seperti BUG pada game saat bermain pedahal jaringan stabil, mohon pihak pubg ini seperti BUG ya mempersulit player untuk PUSHRANK dan ini sering terjadi dan masih banyak lagi kendala lain nya seperti stuck pada FPS dan hilang koneksi.",sangat random sekali gak tau kenapa ketika saya sedang bermain tiba tiba hilang koneksi sekitaran detik lebih seperti bug pada game saat bermain pedahal jaringan stabil mohon pihak pubg ini seperti bug ya mempersulit player untuk pushrank dan ini sering terjadi dan masih banyak lagi kendala lain nya seperti stuck pada fps dan hilang koneksi,random bermain hilang koneksi sekitaran detik bug game bermain pedahal jaringan stabil mohon pubg bug mempersulit player pushrank kendala stuck fps hilang koneksi,2,negatif,2026-02-25 23:52:54,OM G
"Perbaikan sistem & inovasi ide event tiap musim ❌ Cari cuan lewat gacha skin tiap bulan ✅ Perusahaan segede itu masa kehabisan ide ngeluarin event² seru, dan skin yg ekslusif. cari cuan sih cari cuan tapi masa sekapitalisme gitu jadikan player² jadi sapi perah. Setidaknya perbaikan jaringan server diutamakan dan pikir solusi player dg device spek menengah kebawa masih bisa bermain.",perbaikan sistem inovasi ide event tiap musim cari cuan lewat gacha skin tiap bulan perusahaan segede itu masa kehabisan ide ngeluarin event seru dan skin yg ekslusif cari cuan sih cari cuan tapi masa sekapitalisme gitu jadikan player jadi sapi perah setidaknya perbaikan jaringan server diutamakan dan pikir solusi player dg device spek menengah kebawa masih bisa bermain,perbaikan sistem inovasi ide event musim cari cuan gacha skin perusahaan segede kehabisan ide ngeluarin event seru skin ekslusif cari cuan cari cuan sekapitalisme gitu jadikan player sapi perah perbaikan jaringan server diutamakan pikir solusi player device spek menengah kebawa bermain,2,negatif,2026-02-25 23:47:43,Mad CLown
"TOLONG PUBG DIBIKIN EVENT BUNUH BOS/MONSTER. BIAR GA BOSEN BOSEN WAR TERUS LAWAN ORANG, PUSH RANK GAK ADA HABIS NYA 😩",tolong pubg dibikin event bunuh bosmonster biar ga bosen bosen war terus lawan orang push rank gak ada habis nya,tolong pubg dibikin event bunuh bosmonster biar bosen bosen war lawan orang push rank habis,2,negatif,2026-02-25 23:38:30,Abdul Parigumsyah
kalo pelaturan rank kya gni g seru terasa sia sia kalo maen. season depan klo kya gni lagi di uinstal aja lah ribet g seru lagi,kalo pelaturan rank kya gni g seru terasa sia sia kalo maen season depan klo kya gni lagi di uinstal aja lah ribet g seru lagi,pelaturan rank kya gni seru sia sia maen season kya gni uinstal ribet seru,1,negatif,2026-02-25 23:15:24,Aris Munandar
sangat baik terimakasih,sangat baik terimakasih,terimakasih,4,positif,2026-02-25 22:45:44,Saiki Riski
"krafton kalo bikin grading yg ngotak dikit lh masak gua baru main, mau ke domi susah amat, saran gw sistem gradingnya di perbaiki kalo kalah sekali jangan di reset smua lh!!!! coba hilang satu centang aja!!!!! biar nga setres main ni game.....",krafton kalo bikin grading yg ngotak dikit lh masak gua baru main mau ke domi susah amat saran gw sistem gradingnya di perbaiki kalo kalah sekali jangan di reset smua lh coba hilang satu centang aja biar nga setres main ni game,krafton bikin grading ngotak dikit lh masak gua main domi susah saran sistem gradingnya perbaiki kalah reset smua lh coba hilang centang biar nga setres main ni game,1,negatif,2026-02-25 22:43:35,sᴛᴏᴋᴘᴏʟᴏsᴀɴ1
"kurangi event aneh warna warni yang tidak jelas, merusak grafis jadi sakit mata",kurangi event aneh warna warni yang tidak jelas merusak grafis jadi sakit mata,kurangi event aneh warna warni merusak grafis sakit mata,4,positif,2026-02-25 22:37:21,Mikami Karil
grading menjadi beban para player pubg tolong di hapus untuk kedepannya,grading menjadi beban para player pubg tolong di hapus untuk kedepannya,grading beban player pubg tolong hapus kedepannya,3,netral,2026-02-25 22:34:47,moyen
sangat baik bagus lancar pinter,sangat baik bagus lancar pinter,bagus lancar pinter,5,positif,2026-02-25 22:29:15,Stok AkunEA
knpa ya. mau amin malah loading. trus. udah di uninstall trus download lgi tapi tetep yaa,knpa ya mau amin malah loading trus udah di uninstall trus download lgi tapi tetep yaa,knpa amin loading trus uninstall trus download lgi tetep yaa,5,positif,2026-02-25 22:19:09,Rizal zaelani
Padahl aku gak dowload tapi aku sasih bintang 5 🤫🤫,padahl aku gak dowload tapi aku sasih bintang,padahl dowload sasih bintang,5,positif,2026-02-25 21:51:01,Siti Uminah
Dagelan yg luar biasa,dagelan yg luar biasa,dagelan,4,positif,2026-02-25 21:37:47,Irfan Xyla
ini kenapa kok tiba-tiba gak bisa login padahal wifi jaringan nya bagus tapi kenapa gak bisa login,ini kenapa kok tibatiba gak bisa login padahal wifi jaringan nya bagus tapi kenapa gak bisa login,tibatiba login wifi jaringan bagus login,1,negatif,2026-02-25 21:32:28,Danang Prasetyo
"kok kenapa ya, baru aja komback PUBG, pas baru mau masuk gak bisa masuk dan keluar sendiri!! padahal penyimpanan HP saya masih kosong!?🤔",kok kenapa ya baru aja komback pubg pas baru mau masuk gak bisa masuk dan keluar sendiri padahal penyimpanan hp saya masih kosong,komback pubg pas masuk masuk penyimpanan hp kosong,3,netral,2026-02-25 21:16:44,Fikar Khairy
